0.05
2
Time,N001,I1,R1,
0.000621,108.455,-1.44557,5.42274,
0.000622,108.911,-1.46827,5.44557,
0.000623,109.365,-1.49083,5.46827,
0.000624,109.817,-1.51325,5.49083,
0.000625,110.265,-1.53553,5.51325,
0.000626,110.711,-1.55768,5.53553,
0.000627,111.154,-1.57968,5.55768,
0.000628,111.594,-1.60155,5.57968,
0.000629,112.031,-1.62327,5.60155,
0.00063,112.465,-1.64484,5.62327,
0.000631,112.897,-1.66628,5.64484,
0.000632,113.326,-1.68757,5.66628,
0.000633,113.751,-1.70871,5.68757,
0.000634,114.174,-1.72971,5.70871,
0.000635,114.594,-1.75056,5.72971,
0.000636,115.011,-1.77126,5.75056,
0.000637,115.425,-1.79181,5.77126,
0.000638,115.836,-1.81221,5.79181,
0.000639,116.244,-1.83247,5.81221,
0.00064,116.649,-1.85257,5.83247,
0.000641,117.051,-1.87252,5.85257,
0.000642,117.45,-1.89231,5.87252,
0.000643,117.846,-1.91195,5.89231,
0.000644,118.239,-1.93144,5.91195,
0.000645,118.629,-1.95078,5.93144,
0.000646,119.016,-1.96995,5.95078,
0.000647,119.399,-1.98897,5.96995,
0.000648,119.779,-2.00783,5.98897,
0.000649,120.157,-2.02654,6.00783,
0.00065,120.531,-2.04508,6.02654,
0.000651,120.902,-2.06347,6.04508,
0.000652,121.269,-2.0817,6.06347,
0.000653,121.634,-2.09976,6.0817,
0.000654,121.995,-2.11766,6.09976,
0.000655,122.353,-2.1354,6.11766,
0.000656,122.708,-2.15298,6.1354,
0.000657,123.06,-2.17039,6.15298,
0.000658,123.408,-2.18764,6.17039,
0.000659,123.753,-2.20472,6.18764,
0.00066,124.094,-2.22164,6.20472,
0.000661,124.433,-2.23839,6.22164,
0.000662,124.768,-2.25497,6.23839,
0.000663,125.099,-2.27139,6.25497,
0.000664,125.428,-2.28763,6.27139,
0.000665,125.753,-2.30371,6.28763,
0.000666,126.074,-2.31962,6.30371,
0.000667,126.392,-2.33535,6.31962,
0.000668,126.707,-2.35092,6.33535,
0.000669,127.018,-2.36631,6.35092,
0.00067,127.326,-2.38153,6.36631,
0.000671,127.631,-2.39658,6.38153,
0.000672,127.932,-2.41146,6.39658,
0.000673,128.229,-2.42616,6.41146,
0.000674,128.523,-2.44068,6.42616,
0.000675,128.814,-2.45503,6.44068,
0.000676,129.101,-2.46921,6.45503,
0.000677,129.384,-2.48321,6.46921,
0.000678,129.664,-2.49703,6.48321,
0.000679,129.941,-2.51067,6.49703,
0.00068,130.213,-2.52414,6.51067,
0.000681,130.483,-2.53742,6.52414,
0.000682,130.748,-2.55053,6.53742,
0.000683,131.011,-2.56346,6.55053,
0.000684,131.269,-2.57621,6.56346,
0.000685,131.524,-2.58877,6.57621,
0.000686,131.775,-2.60116,6.58877,
0.000687,132.023,-2.61336,6.60116,
0.000688,132.267,-2.62539,6.61336,
0.000689,132.508,-2.63723,6.62539,
0.00069,132.745,-2.64888,6.63723,
0.000691,132.978,-2.66036,6.64888,
0.000692,133.207,-2.67164,6.66036,
0.000693,133.433,-2.68275,6.67164,
0.000694,133.655,-2.69367,6.68275,
0.000695,133.873,-2.7044,6.69367,
0.000696,134.088,-2.71495,6.7044,
0.000697,134.299,-2.72532,6.71495,
0.000698,134.506,-2.73549,6.72532,
0.000699,134.71,-2.74548,6.73549,
0.0007,134.91,-2.75528,6.74548,
0.000701,135.106,-2.7649,6.75528,
0.000702,135.298,-2.77432,6.7649,
0.000703,135.486,-2.78356,6.77432,
0.000704,135.671,-2.79261,6.78356,
0.000705,135.852,-2.80147,6.79261,
0.000706,136.029,-2.81014,6.80147,
0.000707,136.203,-2.81862,6.81014,
0.000708,136.372,-2.82691,6.81862,
0.000709,136.538,-2.83501,6.82691,
0.00071,136.7,-2.84292,6.83501,
0.000711,136.858,-2.85063,6.84292,
0.000712,137.013,-2.85816,6.85063,
0.000713,137.163,-2.86549,6.85816,
0.000714,137.31,-2.87263,6.86549,
0.000715,137.453,-2.87958,6.87263,
0.000716,137.592,-2.88634,6.87958,
0.000717,137.727,-2.8929,6.88634,
0.000718,137.858,-2.89928,6.8929,
0.000719,137.986,-2.90545,6.89928,
0.00072,138.109,-2.91144,6.90545,
0.000721,138.229,-2.91723,6.91144,
0.000722,138.345,-2.92282,6.91723,
0.000723,138.456,-2.92822,6.92282,
0.000724,138.564,-2.93343,6.92822,
0.000725,138.669,-2.93844,6.93343,
0.000726,138.769,-2.94326,6.93844,
0.000727,138.865,-2.94788,6.94326,
0.000728,138.958,-2.95231,6.94788,
0.000729,139.046,-2.95654,6.95231,
0.00073,139.131,-2.96057,6.95654,
0.000731,139.211,-2.96441,6.96057,
0.000732,139.288,-2.96806,6.96441,
0.000733,139.361,-2.9715,6.96806,
0.000734,139.43,-2.97476,6.9715,
0.000735,139.495,-2.97781,6.97476,
0.000736,139.556,-2.98067,6.97781,
0.000737,139.613,-2.98333,6.98067,
0.000738,139.667,-2.98579,6.98333,
0.000739,139.716,-2.98806,6.98579,
0.00074,139.761,-2.99013,6.98806,
0.000741,139.803,-2.99201,6.99013,
0.000742,139.84,-2.99368,6.99201,
0.000743,139.874,-2.99516,6.99368,
0.000744,139.903,-2.99645,6.99516,
0.000745,139.929,-2.99753,6.99645,
0.000746,139.951,-2.99842,6.99753,
0.000747,139.968,-2.99911,6.99842,
0.000748,139.982,-2.99961,6.99911,
0.000749,139.992,-2.9999,6.99961,
0.00075,139.998,-3,6.9999,
0.000751,140,-2.9999,7,
0.000752,139.998,-2.99961,6.9999,
0.000753,139.992,-2.99911,6.99961,
0.000754,139.982,-2.99842,6.99911,
0.000755,139.968,-2.99753,6.99842,
0.000756,139.951,-2.99645,6.99753,
0.000757,139.929,-2.99516,6.99645,
0.000758,139.903,-2.99368,6.99516,
0.000759,139.874,-2.99201,6.99368,
0.00076,139.84,-2.99013,6.99201,
0.000761,139.803,-2.98806,6.99013,
0.000762,139.761,-2.98579,6.98806,
0.000763,139.716,-2.98333,6.98579,
0.000764,139.667,-2.98067,6.98333,
0.000765,139.613,-2.97781,6.98067,
0.000766,139.556,-2.97476,6.97781,
0.000767,139.495,-2.9715,6.97476,
0.000768,139.43,-2.96806,6.9715,
0.000769,139.361,-2.96441,6.96806,
0.00077,139.288,-2.96057,6.96441,
0.000771,139.211,-2.95654,6.96057,
0.000772,139.131,-2.95231,6.95654,
0.000773,139.046,-2.94788,6.95231,
0.000774,138.958,-2.94326,6.94788,
0.000775,138.865,-2.93844,6.94326,
0.000776,138.769,-2.93343,6.93844,
0.000777,138.669,-2.92822,6.93343,
0.000778,138.564,-2.92282,6.92822,
0.000779,138.456,-2.91723,6.92282,
0.00078,138.345,-2.91144,6.91723,
0.000781,138.229,-2.90545,6.91144,
0.000782,138.109,-2.89928,6.90545,
0.000783,137.986,-2.8929,6.89928,
0.000784,137.858,-2.88634,6.8929,
0.000785,137.727,-2.87958,6.88634,
0.000786,137.592,-2.87263,6.87958,
0.000787,137.453,-2.86549,6.87263,
0.000788,137.31,-2.85816,6.86549,
0.000789,137.163,-2.85063,6.85816,
0.00079,137.013,-2.84292,6.85063,
0.000791,136.858,-2.83501,6.84292,
0.000792,136.7,-2.82691,6.83501,
0.000793,136.538,-2.81862,6.82691,
0.000794,136.372,-2.81014,6.81862,
0.000795,136.203,-2.80147,6.81014,
0.000796,136.029,-2.79261,6.80147,
0.000797,135.852,-2.78356,6.79261,
0.000798,135.671,-2.77432,6.78356,
0.000799,135.486,-2.7649,6.77432,
0.0008,135.298,-2.75528,6.7649,
0.000801,135.106,-2.74548,6.75528,
0.000802,134.91,-2.73549,6.74548,
0.000803,134.71,-2.72532,6.73549,
0.000804,134.506,-2.71495,6.72532,
0.000805,134.299,-2.7044,6.71495,
0.000806,134.088,-2.69367,6.7044,
0.000807,133.873,-2.68275,6.69367,
0.000808,133.655,-2.67164,6.68275,
0.000809,133.433,-2.66036,6.67164,
0.00081,133.207,-2.64888,6.66036,
0.000811,132.978,-2.63723,6.64888,
0.000812,132.745,-2.62539,6.63723,
0.000813,132.508,-2.61336,6.62539,
0.000814,132.267,-2.60116,6.61336,
0.000815,132.023,-2.58877,6.60116,
0.000816,131.775,-2.57621,6.58877,
0.000817,131.524,-2.56346,6.57621,
0.000818,131.269,-2.55053,6.56346,
0.000819,131.011,-2.53742,6.55053,
0.00082,130.748,-2.52414,6.53742,
0.000821,130.483,-2.51067,6.52414,
0.000822,130.213,-2.49703,6.51067,
0.000823,129.941,-2.48321,6.49703,
0.000824,129.664,-2.46921,6.48321,
0.000825,129.384,-2.45503,6.46921,
0.000826,129.101,-2.44068,6.45503,
0.000827,128.814,-2.42616,6.44068,
0.000828,128.523,-2.41146,6.42616,
0.000829,128.229,-2.39658,6.41146,
0.00083,127.932,-2.38153,6.39658,
0.000831,127.631,-2.36631,6.38153,
0.000832,127.326,-2.35092,6.36631,
0.000833,127.018,-2.33535,6.35092,
0.000834,126.707,-2.31962,6.33535,
0.000835,126.392,-2.30371,6.31962,
0.000836,126.074,-2.28763,6.30371,
0.000837,125.753,-2.27139,6.28763,
0.000838,125.428,-2.25497,6.27139,
0.000839,125.099,-2.23839,6.25497,
0.00084,124.768,-2.22164,6.23839,
0.000841,124.433,-2.20472,6.22164,
0.000842,124.094,-2.18764,6.20472,
0.000843,123.753,-2.17039,6.18764,
0.000844,123.408,-2.15298,6.17039,
0.000845,123.06,-2.1354,6.15298,
0.000846,122.708,-2.11766,6.1354,
0.000847,122.353,-2.09976,6.11766,
0.000848,121.995,-2.0817,6.09976,
0.000849,121.634,-2.06347,6.0817,
0.00085,121.269,-2.04508,6.06347,
0.000851,120.902,-2.02654,6.04508,
0.000852,120.531,-2.00783,6.02654,
0.000853,120.157,-1.98897,6.00783,
0.000854,119.779,-1.96995,5.98897,
0.000855,119.399,-1.95078,5.96995,
0.000856,119.016,-1.93144,5.95078,
0.000857,118.629,-1.91195,5.93144,
0.000858,118.239,-1.89231,5.91195,
0.000859,117.846,-1.87252,5.89231,
0.00086,117.45,-1.85257,5.87252,
0.000861,117.051,-1.83247,5.85257,
0.000862,116.649,-1.81221,5.83247,
0.000863,116.244,-1.79181,5.81221,
0.000864,115.836,-1.77126,5.79181,
0.000865,115.425,-1.75056,5.77126,
0.000866,115.011,-1.72971,5.75056,
0.000867,114.594,-1.70871,5.72971,
0.000868,114.174,-1.68757,5.70871,
0.000869,113.751,-1.66628,5.68757,
0.00087,113.326,-1.64484,5.66628,
0.000871,112.897,-1.62327,5.64484,
0.000872,112.465,-1.60155,5.62327,
0.000873,112.031,-1.57968,5.60155,
0.000874,111.594,-1.55768,5.57968,
0.000875,111.154,-1.53553,5.55768,
0.000876,110.711,-1.51325,5.53553,
0.000877,110.265,-1.49083,5.51325,
0.000878,109.817,-1.46827,5.49083,
0.000879,109.365,-1.44557,5.46827,
0.00088,108.911,-1.42274,5.44557,
0.000881,108.455,-1.39977,5.42274,
0.000882,107.995,-1.37666,5.39977,
0.000883,107.533,-1.35343,5.37666,
0.000884,107.069,-1.33006,5.35343,
0.000885,106.601,-1.30656,5.33006,
0.000886,106.131,-1.28293,5.30656,
0.000887,105.659,-1.25917,5.28293,
0.000888,105.183,-1.23528,5.25917,
0.000889,104.706,-1.21126,5.23528,
0.00089,104.225,-1.18712,5.21126,
0.000891,103.742,-1.16285,5.18712,
0.000892,103.257,-1.13846,5.16285,
0.000893,102.769,-1.11394,5.13846,
0.000894,102.279,-1.0893,5.11394,
0.000895,101.786,-1.06454,5.0893,
0.000896,101.291,-1.03965,5.06454,
0.000897,100.793,-1.01465,5.03965,
0.000898,100.293,-0.989525,5.01465,
0.000899,99.7905,-0.964284,4.98952,
0.0009,99.2857,-0.938926,4.96428,
0.000901,98.7785,-0.913452,4.93893,
0.000902,98.269,-0.887864,4.91345,
0.000903,97.7573,-0.862161,4.88786,
0.000904,97.2432,-0.836345,4.86216,
0.000905,96.7269,-0.810417,4.83634,
0.000906,96.2083,-0.784378,4.81042,
0.000907,95.6876,-0.758229,4.78438,
0.000908,95.1646,-0.731972,4.75823,
0.000909,94.6394,-0.705606,4.73197,
0.00091,94.1121,-0.679134,4.70561,
0.000911,93.5827,-0.652556,4.67913,
0.000912,93.0511,-0.625873,4.65256,
0.000913,92.5175,-0.599087,4.62587,
0.000914,91.9817,-0.572198,4.59909,
0.000915,91.444,-0.545207,4.5722,
0.000916,90.9041,-0.518116,4.54521,
0.000917,90.3623,-0.490926,4.51812,
0.000918,89.8185,-0.463637,4.49093,
0.000919,89.2727,-0.436251,4.46364,
0.00092,88.725,-0.408768,4.43625,
0.000921,88.1754,-0.381191,4.40877,
0.000922,87.6238,-0.35352,4.38119,
0.000923,87.0704,-0.325755,4.35352,
0.000924,86.5151,-0.297899,4.32576,
0.000925,85.958,-0.269952,4.2979,
0.000926,85.399,-0.241916,4.26995,
0.000927,84.8383,-0.213791,4.24192,
0.000928,84.2758,-0.185579,4.21379,
0.000929,83.7116,-0.15728,4.18558,
0.00093,83.1456,-0.128896,4.15728,
0.000931,82.5779,-0.100429,4.1289,
0.000932,82.0086,-0.0718779,4.10043,
0.000933,81.4376,-0.0432454,4.07188,
0.000934,80.8649,-0.0145322,4.04325,
0.000935,80.2906,0.0142605,4.01453,
0.000936,79.7148,0.0431317,3.98574,
0.000937,79.1374,0.07208,3.95687,
0.000938,78.5584,0.101105,3.92792,
0.000939,77.9779,0.130204,3.8989,
0.00094,77.3959,0.159377,3.8698,
0.000941,76.8125,0.188623,3.84062,
0.000942,76.2275,0.217941,3.81138,
0.000943,75.6412,0.247328,3.78206,
0.000944,75.0534,0.276785,3.75267,
0.000945,74.4643,0.30631,3.72321,
0.000946,73.8738,0.335902,3.69369,
0.000947,73.282,0.36556,3.6641,
0.000948,72.6888,0.395282,3.63444,
0.000949,72.0944,0.425067,3.60472,
0.00095,71.4987,0.454915,3.57493,
0.000951,70.9017,0.484824,3.54508,
0.000952,70.3035,0.514792,3.51518,
0.000953,69.7042,0.544819,3.48521,
0.000954,69.1036,0.574904,3.45518,
0.000955,68.5019,0.605044,3.4251,
0.000956,67.8991,0.63524,3.39496,
0.000957,67.2952,0.66549,3.36476,
0.000958,66.6902,0.695792,3.33451,
0.000959,66.0842,0.726146,3.30421,
0.00096,65.4771,0.756551,3.27385,
0.000961,64.869,0.787004,3.24345,
0.000962,64.2599,0.817505,3.213,
0.000963,63.6499,0.848053,3.18249,
0.000964,63.0389,0.878646,3.15195,
0.000965,62.4271,0.909284,3.12135,
0.000966,61.8143,0.939964,3.09072,
0.000967,61.2007,0.970687,3.06004,
0.000968,60.5863,1.00145,3.02931,
0.000969,59.971,1.03225,2.99855,
0.00097,59.3549,1.06309,2.96775,
0.000971,58.7381,1.09397,2.93691,
0.000972,58.1206,1.12488,2.90603,
0.000973,57.5023,1.15583,2.87512,
0.000974,56.8833,1.18681,2.84417,
0.000975,56.2637,1.21783,2.81319,
0.000976,55.6434,1.24887,2.78217,
0.000977,55.0226,1.27995,2.75113,
0.000978,54.4011,1.31105,2.72005,
0.000979,53.779,1.34218,2.68895,
0.00098,53.1564,1.37333,2.65782,
0.000981,52.5333,1.40451,2.62667,
0.000982,51.9097,1.43572,2.59549,
0.000983,51.2856,1.46694,2.56428,
0.000984,50.6611,1.49819,2.53306,
0.000985,50.0362,1.52946,2.50181,
0.000986,49.4108,1.56074,2.47054,
0.000987,48.7851,1.59205,2.43926,
0.000988,48.1591,1.62337,2.40795,
0.000989,47.5327,1.6547,2.37663,
0.00099,46.906,1.68605,2.3453,
0.000991,46.2791,1.71741,2.31395,
0.000992,45.6519,1.74878,2.28259,
0.000993,45.0244,1.78016,2.25122,
0.000994,44.3968,1.81155,2.21984,
0.000995,43.769,1.84295,2.18845,
0.000996,43.1411,1.87435,2.15705,
0.000997,42.513,1.90576,2.12565,
0.000998,41.8848,1.93717,2.09424,
0.000999,41.2566,1.96858,2.06283,
0.001,40.6283,2,2.03142,
0.001001,40,2.03142,2,
0.001002,39.3717,2.06283,1.96858,
0.001003,38.7434,2.09424,1.93717,
0.001004,38.1152,2.12565,1.90576,
0.001005,37.487,2.15705,1.87435,
0.001006,36.8589,2.18845,1.84295,
0.001007,36.231,2.21984,1.81155,
0.001008,35.6032,2.25122,1.78016,
0.001009,34.9756,2.28259,1.74878,
0.00101,34.3481,2.31395,1.71741,
0.001011,33.7209,2.3453,1.68605,
0.001012,33.094,2.37663,1.6547,
0.001013,32.4673,2.40795,1.62337,
0.001014,31.8409,2.43926,1.59205,
0.001015,31.2149,2.47054,1.56074,
0.001016,30.5892,2.50181,1.52946,
0.001017,29.9638,2.53306,1.49819,
0.001018,29.3389,2.56428,1.46694,
0.001019,28.7144,2.59549,1.43572,
0.00102,28.0903,2.62667,1.40451,
0.001021,27.4667,2.65782,1.37333,
0.001022,26.8436,2.68895,1.34218,
0.001023,26.221,2.72005,1.31105,
0.001024,25.5989,2.75113,1.27995,
0.001025,24.9774,2.78217,1.24887,
0.001026,24.3566,2.81319,1.21783,
0.001027,23.7363,2.84417,1.18681,
0.001028,23.1167,2.87512,1.15583,
0.001029,22.4977,2.90603,1.12488,
0.00103,21.8794,2.93691,1.09397,
0.001031,21.2619,2.96775,1.06309,
0.001032,20.6451,2.99855,1.03225,
0.001033,20.029,3.02931,1.00145,
0.001034,19.4137,3.06004,0.970687,
0.001035,18.7993,3.09072,0.939964,
0.001036,18.1857,3.12135,0.909284,
0.001037,17.5729,3.15195,0.878646,
0.001038,16.9611,3.18249,0.848053,
0.001039,16.3501,3.213,0.817505,
0.00104,15.7401,3.24345,0.787004,
0.001041,15.131,3.27385,0.756551,
0.001042,14.5229,3.30421,0.726146,
0.001043,13.9158,3.33451,0.695792,
0.001044,13.3098,3.36476,0.66549,
0.001045,12.7048,3.39496,0.63524,
0.001046,12.1009,3.4251,0.605044,
0.001047,11.4981,3.45518,0.574904,
0.001048,10.8964,3.48521,0.544819,
0.001049,10.2958,3.51518,0.514792,
0.00105,9.69647,3.54508,0.484824,
0.001051,9.0983,3.57493,0.454915,
0.001052,8.50135,3.60472,0.425067,
0.001053,7.90564,3.63444,0.395282,
0.001054,7.3112,3.6641,0.36556,
0.001055,6.71805,3.69369,0.335902,
0.001056,6.12621,3.72321,0.30631,
0.001057,5.53571,3.75267,0.276785,
0.001058,4.94657,3.78206,0.247328,
0.001059,4.35881,3.81138,0.217941,
0.00106,3.77246,3.84062,0.188623,
0.001061,3.18754,3.8698,0.159377,
0.001062,2.60408,3.8989,0.130204,
0.001063,2.02209,3.92792,0.101105,
0.001064,1.4416,3.95687,0.07208,
0.001065,0.862633,3.98574,0.0431317,
0.001066,0.285211,4.01453,0.0142605,
0.001067,-0.290644,4.04325,-0.0145322,
0.001068,-0.864907,4.07188,-0.0432454,
0.001069,-1.43756,4.10043,-0.0718779,
0.00107,-2.00857,4.1289,-0.100429,
0.001071,-2.57793,4.15728,-0.128896,
0.001072,-3.1456,4.18558,-0.15728,
0.001073,-3.71158,4.21379,-0.185579,
0.001074,-4.27582,4.24192,-0.213791,
0.001075,-4.83832,4.26995,-0.241916,
0.001076,-5.39905,4.2979,-0.269952,
0.001077,-5.95799,4.32576,-0.297899,
0.001078,-6.51511,4.35352,-0.325755,
0.001079,-7.07039,4.38119,-0.35352,
0.00108,-7.62382,4.40877,-0.381191,
0.001081,-8.17537,4.43625,-0.408768,
0.001082,-8.72501,4.46364,-0.436251,
0.001083,-9.27273,4.49093,-0.463637,
0.001084,-9.81851,4.51812,-0.490926,
0.001085,-10.3623,4.54521,-0.518116,
0.001086,-10.9041,4.5722,-0.545207,
0.001087,-11.444,4.59909,-0.572198,
0.001088,-11.9817,4.62587,-0.599087,
0.001089,-12.5175,4.65256,-0.625873,
0.00109,-13.0511,4.67913,-0.652556,
0.001091,-13.5827,4.70561,-0.679134,
0.001092,-14.1121,4.73197,-0.705606,
0.001093,-14.6394,4.75823,-0.731972,
0.001094,-15.1646,4.78438,-0.758229,
0.001095,-15.6876,4.81042,-0.784378,
0.001096,-16.2083,4.83634,-0.810417,
0.001097,-16.7269,4.86216,-0.836345,
0.001098,-17.2432,4.88786,-0.862161,
0.001099,-17.7573,4.91345,-0.887864,
0.0011,-18.269,4.93893,-0.913452,
0.001101,-18.7785,4.96428,-0.938926,
0.001102,-19.2857,4.98952,-0.964284,
0.001103,-19.7905,5.01465,-0.989525,
0.001104,-20.293,5.03965,-1.01465,
0.001105,-20.793,5.06454,-1.03965,
0.001106,-21.2907,5.0893,-1.06454,
0.001107,-21.786,5.11394,-1.0893,
0.001108,-22.2788,5.13846,-1.11394,
0.001109,-22.7691,5.16285,-1.13846,
0.00111,-23.257,5.18712,-1.16285,
0.001111,-23.7424,5.21126,-1.18712,
0.001112,-24.2253,5.23528,-1.21126,
0.001113,-24.7056,5.25917,-1.23528,
0.001114,-25.1834,5.28293,-1.25917,
0.001115,-25.6586,5.30656,-1.28293,
0.001116,-26.1312,5.33006,-1.30656,
0.001117,-26.6012,5.35343,-1.33006,
0.001118,-27.0686,5.37666,-1.35343,
0.001119,-27.5333,5.39977,-1.37666,
0.00112,-27.9953,5.42274,-1.39977,
0.001121,-28.4547,5.44557,-1.42274,
0.001122,-28.9114,5.46827,-1.44557,
0.001123,-29.3653,5.49083,-1.46827,
0.001124,-29.8165,5.51325,-1.49083,
0.001125,-30.265,5.53553,-1.51325,
0.001126,-30.7107,5.55768,-1.53553,
0.001127,-31.1536,5.57968,-1.55768,
0.001128,-31.5936,5.60155,-1.57968,
0.001129,-32.0309,5.62327,-1.60155,
0.00113,-32.4653,5.64484,-1.62327,
0.001131,-32.8969,5.66628,-1.64484,
0.001132,-33.3255,5.68757,-1.66628,
0.001133,-33.7513,5.70871,-1.68757,
0.001134,-34.1742,5.72971,-1.70871,
0.001135,-34.5941,5.75056,-1.72971,
0.001136,-35.0111,5.77126,-1.75056,
0.001137,-35.4251,5.79181,-1.77126,
0.001138,-35.8362,5.81221,-1.79181,
0.001139,-36.2443,5.83247,-1.81221,
0.00114,-36.6493,5.85257,-1.83247,
0.001141,-37.0513,5.87252,-1.85257,
0.001142,-37.4503,5.89231,-1.87252,
0.001143,-37.8462,5.91195,-1.89231,
0.001144,-38.2391,5.93144,-1.91195,
0.001145,-38.6288,5.95078,-1.93144,
0.001146,-39.0155,5.96995,-1.95078,
0.001147,-39.399,5.98897,-1.96995,
0.001148,-39.7794,6.00783,-1.98897,
0.001149,-40.1567,6.02654,-2.00783,
0.00115,-40.5308,6.04508,-2.02654,
0.001151,-40.9017,6.06347,-2.04508,
0.001152,-41.2694,6.0817,-2.06347,
0.001153,-41.6339,6.09976,-2.0817,
0.001154,-41.9952,6.11766,-2.09976,
0.001155,-42.3533,6.1354,-2.11766,
0.001156,-42.7081,6.15298,-2.1354,
0.001157,-43.0596,6.17039,-2.15298,
0.001158,-43.4078,6.18764,-2.17039,
0.001159,-43.7528,6.20472,-2.18764,
0.00116,-44.0945,6.22164,-2.20472,
0.001161,-44.4328,6.23839,-2.22164,
0.001162,-44.7678,6.25497,-2.23839,
0.001163,-45.0994,6.27139,-2.25497,
0.001164,-45.4277,6.28763,-2.27139,
0.001165,-45.7527,6.30371,-2.28763,
0.001166,-46.0742,6.31962,-2.30371,
0.001167,-46.3923,6.33535,-2.31962,
0.001168,-46.7071,6.35092,-2.33535,
0.001169,-47.0184,6.36631,-2.35092,
0.00117,-47.3262,6.38153,-2.36631,
0.001171,-47.6307,6.39658,-2.38153,
0.001172,-47.9316,6.41146,-2.39658,
0.001173,-48.2291,6.42616,-2.41146,
0.001174,-48.5231,6.44068,-2.42616,
0.001175,-48.8136,6.45503,-2.44068,
0.001176,-49.1007,6.46921,-2.45503,
0.001177,-49.3841,6.48321,-2.46921,
0.001178,-49.6641,6.49703,-2.48321,
0.001179,-49.9405,6.51067,-2.49703,
0.00118,-50.2134,6.52414,-2.51067,
0.001181,-50.4827,6.53742,-2.52414,
0.001182,-50.7484,6.55053,-2.53742,
0.001183,-51.0106,6.56346,-2.55053,
0.001184,-51.2692,6.57621,-2.56346,
0.001185,-51.5241,6.58877,-2.57621,
0.001186,-51.7755,6.60116,-2.58877,
0.001187,-52.0232,6.61336,-2.60116,
0.001188,-52.2673,6.62539,-2.61336,
0.001189,-52.5077,6.63723,-2.62539,
0.00119,-52.7445,6.64888,-2.63723,
0.001191,-52.9776,6.66036,-2.64888,
0.001192,-53.2071,6.67164,-2.66036,
0.001193,-53.4329,6.68275,-2.67164,
0.001194,-53.655,6.69367,-2.68275,
0.001195,-53.8734,6.7044,-2.69367,
0.001196,-54.0881,6.71495,-2.7044,
0.001197,-54.2991,6.72532,-2.71495,
0.001198,-54.5063,6.73549,-2.72532,
0.001199,-54.7098,6.74548,-2.73549,
0.0012,-54.9096,6.75528,-2.74548,
0.001201,-55.1057,6.7649,-2.75528,
0.001202,-55.2979,6.77432,-2.7649,
0.001203,-55.4865,6.78356,-2.77432,
0.001204,-55.6712,6.79261,-2.78356,
0.001205,-55.8522,6.80147,-2.79261,
0.001206,-56.0294,6.81014,-2.80147,
0.001207,-56.2028,6.81862,-2.81014,
0.001208,-56.3724,6.82691,-2.81862,
0.001209,-56.5382,6.83501,-2.82691,
0.00121,-56.7001,6.84292,-2.83501,
0.001211,-56.8583,6.85063,-2.84292,
0.001212,-57.0127,6.85816,-2.85063,
0.001213,-57.1632,6.86549,-2.85816,
0.001214,-57.3099,6.87263,-2.86549,
0.001215,-57.4527,6.87958,-2.87263,
0.001216,-57.5917,6.88634,-2.87958,
0.001217,-57.7268,6.8929,-2.88634,
0.001218,-57.8581,6.89928,-2.8929,
0.001219,-57.9855,6.90545,-2.89928,
0.00122,-58.1091,6.91144,-2.90545,
0.001221,-58.2287,6.91723,-2.91144,
0.001222,-58.3445,6.92282,-2.91723,
0.001223,-58.4564,6.92822,-2.92282,
0.001224,-58.5645,6.93343,-2.92822,
0.001225,-58.6686,6.93844,-2.93343,
0.001226,-58.7688,6.94326,-2.93844,
0.001227,-58.8652,6.94788,-2.94326,
0.001228,-58.9576,6.95231,-2.94788,
0.001229,-59.0461,6.95654,-2.95231,
0.00123,-59.1308,6.96057,-2.95654,
0.001231,-59.2115,6.96441,-2.96057,
0.001232,-59.2883,6.96806,-2.96441,
0.001233,-59.3611,6.9715,-2.96806,
0.001234,-59.4301,6.97476,-2.9715,
0.001235,-59.4951,6.97781,-2.97476,
0.001236,-59.5562,6.98067,-2.97781,
0.001237,-59.6134,6.98333,-2.98067,
0.001238,-59.6666,6.98579,-2.98333,
0.001239,-59.7159,6.98806,-2.98579,
0.00124,-59.7613,6.99013,-2.98806,
0.001241,-59.8027,6.99201,-2.99013,
0.001242,-59.8402,6.99368,-2.99201,
0.001243,-59.8737,6.99516,-2.99368,
0.001244,-59.9033,6.99645,-2.99516,
0.001245,-59.9289,6.99753,-2.99645,
0.001246,-59.9507,6.99842,-2.99753,
0.001247,-59.9684,6.99911,-2.99842,
0.001248,-59.9822,6.99961,-2.99911,
0.001249,-59.9921,6.9999,-2.99961,
0.00125,-59.998,7,-2.9999,
0.001251,-60,6.9999,-3,
0.001252,-59.998,6.99961,-2.9999,
0.001253,-59.9921,6.99911,-2.99961,
0.001254,-59.9822,6.99842,-2.99911,
0.001255,-59.9684,6.99753,-2.99842,
0.001256,-59.9507,6.99645,-2.99753,
0.001257,-59.9289,6.99516,-2.99645,
0.001258,-59.9033,6.99368,-2.99516,
0.001259,-59.8737,6.99201,-2.99368,
0.00126,-59.8402,6.99013,-2.99201,
0.001261,-59.8027,6.98806,-2.99013,
0.001262,-59.7613,6.98579,-2.98806,
0.001263,-59.7159,6.98333,-2.98579,
0.001264,-59.6666,6.98067,-2.98333,
0.001265,-59.6134,6.97781,-2.98067,
0.001266,-59.5562,6.97476,-2.97781,
0.001267,-59.4951,6.9715,-2.97476,
