0.05
2
Time,N001,I1,R1,
0.001268,-59.4301,6.96806,-2.9715,
0.001269,-59.3611,6.96441,-2.96806,
0.00127,-59.2883,6.96057,-2.96441,
0.001271,-59.2115,6.95654,-2.96057,
0.001272,-59.1308,6.95231,-2.95654,
0.001273,-59.0461,6.94788,-2.95231,
0.001274,-58.9576,6.94326,-2.94788,
0.001275,-58.8652,6.93844,-2.94326,
0.001276,-58.7688,6.93343,-2.93844,
0.001277,-58.6686,6.92822,-2.93343,
0.001278,-58.5645,6.92282,-2.92822,
0.001279,-58.4564,6.91723,-2.92282,
0.00128,-58.3445,6.91144,-2.91723,
0.001281,-58.2287,6.90545,-2.91144,
0.001282,-58.1091,6.89928,-2.90545,
0.001283,-57.9855,6.8929,-2.89928,
0.001284,-57.8581,6.88634,-2.8929,
0.001285,-57.7268,6.87958,-2.88634,
0.001286,-57.5917,6.87263,-2.87958,
0.001287,-57.4527,6.86549,-2.87263,
0.001288,-57.3099,6.85816,-2.86549,
0.001289,-57.1632,6.85063,-2.85816,
0.00129,-57.0127,6.84292,-2.85063,
0.001291,-56.8583,6.83501,-2.84292,
0.001292,-56.7001,6.82691,-2.83501,
0.001293,-56.5382,6.81862,-2.82691,
0.001294,-56.3724,6.81014,-2.81862,
0.001295,-56.2028,6.80147,-2.81014,
0.001296,-56.0294,6.79261,-2.80147,
0.001297,-55.8522,6.78356,-2.79261,
0.001298,-55.6712,6.77432,-2.78356,
0.001299,-55.4865,6.7649,-2.77432,
0.0013,-55.2979,6.75528,-2.7649,
0.001301,-55.1057,6.74548,-2.75528,
0.001302,-54.9096,6.73549,-2.74548,
0.001303,-54.7098,6.72532,-2.73549,
0.001304,-54.5063,6.71495,-2.72532,
0.001305,-54.2991,6.7044,-2.71495,
0.001306,-54.0881,6.69367,-2.7044,
0.001307,-53.8734,6.68275,-2.69367,
0.001308,-53.655,6.67164,-2.68275,
0.001309,-53.4329,6.66036,-2.67164,
0.00131,-53.2071,6.64888,-2.66036,
0.001311,-52.9776,6.63723,-2.64888,
0.001312,-52.7445,6.62539,-2.63723,
0.001313,-52.5077,6.61336,-2.62539,
0.001314,-52.2673,6.60116,-2.61336,
0.001315,-52.0232,6.58877,-2.60116,
0.001316,-51.7755,6.57621,-2.58877,
0.001317,-51.5241,6.56346,-2.57621,
0.001318,-51.2692,6.55053,-2.56346,
0.001319,-51.0106,6.53742,-2.55053,
0.00132,-50.7484,6.52414,-2.53742,
0.001321,-50.4827,6.51067,-2.52414,
0.001322,-50.2134,6.49703,-2.51067,
0.001323,-49.9405,6.48321,-2.49703,
0.001324,-49.6641,6.46921,-2.48321,
0.001325,-49.3841,6.45503,-2.46921,
0.001326,-49.1007,6.44068,-2.45503,
0.001327,-48.8136,6.42616,-2.44068,
0.001328,-48.5231,6.41146,-2.42616,
0.001329,-48.2291,6.39658,-2.41146,
0.00133,-47.9316,6.38153,-2.39658,
0.001331,-47.6307,6.36631,-2.38153,
0.001332,-47.3262,6.35092,-2.36631,
0.001333,-47.0184,6.33535,-2.35092,
0.001334,-46.7071,6.31962,-2.33535,
0.001335,-46.3923,6.30371,-2.31962,
0.001336,-46.0742,6.28763,-2.30371,
0.001337,-45.7527,6.27139,-2.28763,
0.001338,-45.4277,6.25497,-2.27139,
0.001339,-45.0994,6.23839,-2.25497,
0.00134,-44.7678,6.22164,-2.23839,
0.001341,-44.4328,6.20472,-2.22164,
0.001342,-44.0945,6.18764,-2.20472,
0.001343,-43.7528,6.17039,-2.18764,
0.001344,-43.4078,6.15298,-2.17039,
0.001345,-43.0596,6.1354,-2.15298,
0.001346,-42.7081,6.11766,-2.1354,
0.001347,-42.3533,6.09976,-2.11766,
0.001348,-41.9952,6.0817,-2.09976,
0.001349,-41.6339,6.06347,-2.0817,
0.00135,-41.2694,6.04508,-2.06347,
0.001351,-40.9017,6.02654,-2.04508,
0.001352,-40.5308,6.00783,-2.02654,
0.001353,-40.1567,5.98897,-2.00783,
0.001354,-39.7794,5.96995,-1.98897,
0.001355,-39.399,5.95078,-1.96995,
0.001356,-39.0155,5.93144,-1.95078,
0.001357,-38.6288,5.91195,-1.93144,
0.001358,-38.2391,5.89231,-1.91195,
0.001359,-37.8462,5.87252,-1.89231,
0.00136,-37.4503,5.85257,-1.87252,
0.001361,-37.0513,5.83247,-1.85257,
0.001362,-36.6493,5.81221,-1.83247,
0.001363,-36.2443,5.79181,-1.81221,
0.001364,-35.8362,5.77126,-1.79181,
0.001365,-35.4251,5.75056,-1.77126,
0.001366,-35.0111,5.72971,-1.75056,
0.001367,-34.5941,5.70871,-1.72971,
0.001368,-34.1742,5.68757,-1.70871,
0.001369,-33.7513,5.66628,-1.68757,
0.00137,-33.3255,5.64484,-1.66628,
0.001371,-32.8969,5.62327,-1.64484,
0.001372,-32.4653,5.60155,-1.62327,
0.001373,-32.0309,5.57968,-1.60155,
0.001374,-31.5936,5.55768,-1.57968,
0.001375,-31.1536,5.53553,-1.55768,
0.001376,-30.7107,5.51325,-1.53553,
0.001377,-30.265,5.49083,-1.51325,
0.001378,-29.8165,5.46827,-1.49083,
0.001379,-29.3653,5.44557,-1.46827,
0.00138,-28.9114,5.42274,-1.44557,
0.001381,-28.4547,5.39977,-1.42274,
0.001382,-27.9953,5.37666,-1.39977,
0.001383,-27.5333,5.35343,-1.37666,
0.001384,-27.0686,5.33006,-1.35343,
0.001385,-26.6012,5.30656,-1.33006,
0.001386,-26.1312,5.28293,-1.30656,
0.001387,-25.6586,5.25917,-1.28293,
0.001388,-25.1834,5.23528,-1.25917,
0.001389,-24.7056,5.21126,-1.23528,
0.00139,-24.2253,5.18712,-1.21126,
0.001391,-23.7424,5.16285,-1.18712,
0.001392,-23.257,5.13846,-1.16285,
0.001393,-22.7691,5.11394,-1.13846,
0.001394,-22.2788,5.0893,-1.11394,
0.001395,-21.786,5.06454,-1.0893,
0.001396,-21.2907,5.03965,-1.06454,
0.001397,-20.793,5.01465,-1.03965,
0.001398,-20.293,4.98952,-1.01465,
0.001399,-19.7905,4.96428,-0.989525,
0.0014,-19.2857,4.93893,-0.964284,
0.001401,-18.7785,4.91345,-0.938926,
0.001402,-18.269,4.88786,-0.913452,
0.001403,-17.7573,4.86216,-0.887864,
0.001404,-17.2432,4.83634,-0.862161,
0.001405,-16.7269,4.81042,-0.836345,
0.001406,-16.2083,4.78438,-0.810417,
0.001407,-15.6876,4.75823,-0.784378,
0.001408,-15.1646,4.73197,-0.758229,
0.001409,-14.6394,4.70561,-0.731972,
0.00141,-14.1121,4.67913,-0.705606,
0.001411,-13.5827,4.65256,-0.679134,
0.001412,-13.0511,4.62587,-0.652556,
0.001413,-12.5175,4.59909,-0.625873,
0.001414,-11.9817,4.5722,-0.599087,
0.001415,-11.444,4.54521,-0.572198,
0.001416,-10.9041,4.51812,-0.545207,
0.001417,-10.3623,4.49093,-0.518116,
0.001418,-9.81851,4.46364,-0.490926,
0.001419,-9.27273,4.43625,-0.463637,
0.00142,-8.72501,4.40877,-0.436251,
0.001421,-8.17537,4.38119,-0.408768,
0.001422,-7.62382,4.35352,-0.381191,
0.001423,-7.07039,4.32576,-0.35352,
0.001424,-6.51511,4.2979,-0.325755,
0.001425,-5.95799,4.26995,-0.297899,
0.001426,-5.39905,4.24192,-0.269952,
0.001427,-4.83832,4.21379,-0.241916,
0.001428,-4.27582,4.18558,-0.213791,
0.001429,-3.71158,4.15728,-0.185579,
0.00143,-3.1456,4.1289,-0.15728,
0.001431,-2.57793,4.10043,-0.128896,
0.001432,-2.00857,4.07188,-0.100429,
0.001433,-1.43756,4.04325,-0.0718779,
0.001434,-0.864907,4.01453,-0.0432454,
0.001435,-0.290644,3.98574,-0.0145322,
0.001436,0.285211,3.95687,0.0142605,
0.001437,0.862633,3.92792,0.0431317,
0.001438,1.4416,3.8989,0.07208,
0.001439,2.02209,3.8698,0.101105,
0.00144,2.60408,3.84062,0.130204,
0.001441,3.18754,3.81138,0.159377,
0.001442,3.77246,3.78206,0.188623,
0.001443,4.35881,3.75267,0.217941,
0.001444,4.94657,3.72321,0.247328,
0.001445,5.53571,3.69369,0.276785,
0.001446,6.12621,3.6641,0.30631,
0.001447,6.71805,3.63444,0.335902,
0.001448,7.3112,3.60472,0.36556,
0.001449,7.90564,3.57493,0.395282,
0.00145,8.50135,3.54508,0.425067,
0.001451,9.0983,3.51518,0.454915,
0.001452,9.69647,3.48521,0.484824,
0.001453,10.2958,3.45518,0.514792,
0.001454,10.8964,3.4251,0.544819,
0.001455,11.4981,3.39496,0.574904,
0.001456,12.1009,3.36476,0.605044,
0.001457,12.7048,3.33451,0.63524,
0.001458,13.3098,3.30421,0.66549,
0.001459,13.9158,3.27385,0.695792,
0.00146,14.5229,3.24345,0.726146,
0.001461,15.131,3.213,0.756551,
0.001462,15.7401,3.18249,0.787004,
0.001463,16.3501,3.15195,0.817505,
0.001464,16.9611,3.12135,0.848053,
0.001465,17.5729,3.09072,0.878646,
0.001466,18.1857,3.06004,0.909284,
0.001467,18.7993,3.02931,0.939964,
0.001468,19.4137,2.99855,0.970687,
0.001469,20.029,2.96775,1.00145,
0.00147,20.6451,2.93691,1.03225,
0.001471,21.2619,2.90603,1.06309,
0.001472,21.8794,2.87512,1.09397,
0.001473,22.4977,2.84417,1.12488,
0.001474,23.1167,2.81319,1.15583,
0.001475,23.7363,2.78217,1.18681,
0.001476,24.3566,2.75113,1.21783,
0.001477,24.9774,2.72005,1.24887,
0.001478,25.5989,2.68895,1.27995,
0.001479,26.221,2.65782,1.31105,
0.00148,26.8436,2.62667,1.34218,
0.001481,27.4667,2.59549,1.37333,
0.001482,28.0903,2.56428,1.40451,
0.001483,28.7144,2.53306,1.43572,
0.001484,29.3389,2.50181,1.46694,
0.001485,29.9638,2.47054,1.49819,
0.001486,30.5892,2.43926,1.52946,
0.001487,31.2149,2.40795,1.56074,
0.001488,31.8409,2.37663,1.59205,
0.001489,32.4673,2.3453,1.62337,
0.00149,33.094,2.31395,1.6547,
0.001491,33.7209,2.28259,1.68605,
0.001492,34.3481,2.25122,1.71741,
0.001493,34.9756,2.21984,1.74878,
0.001494,35.6032,2.18845,1.78016,
0.001495,36.231,2.15705,1.81155,
0.001496,36.8589,2.12565,1.84295,
0.001497,37.487,2.09424,1.87435,
0.001498,38.1152,2.06283,1.90576,
0.001499,38.7434,2.03142,1.93717,
0.0015,39.3717,2,1.96858,
0.001501,40,1.96858,2,
0.001502,40.6283,1.93717,2.03142,
0.001503,41.2566,1.90576,2.06283,
0.001504,41.8848,1.87435,2.09424,
0.001505,42.513,1.84295,2.12565,
0.001506,43.1411,1.81155,2.15705,
0.001507,43.769,1.78016,2.18845,
0.001508,44.3968,1.74878,2.21984,
0.001509,45.0244,1.71741,2.25122,
0.00151,45.6519,1.68605,2.28259,
0.001511,46.2791,1.6547,2.31395,
0.001512,46.906,1.62337,2.3453,
0.001513,47.5327,1.59205,2.37663,
0.001514,48.1591,1.56074,2.40795,
0.001515,48.7851,1.52946,2.43926,
0.001516,49.4108,1.49819,2.47054,
0.001517,50.0362,1.46694,2.50181,
0.001518,50.6611,1.43572,2.53306,
0.001519,51.2856,1.40451,2.56428,
0.00152,51.9097,1.37333,2.59549,
0.001521,52.5333,1.34218,2.62667,
0.001522,53.1564,1.31105,2.65782,
0.001523,53.779,1.27995,2.68895,
0.001524,54.4011,1.24887,2.72005,
0.001525,55.0226,1.21783,2.75113,
0.001526,55.6434,1.18681,2.78217,
0.001527,56.2637,1.15583,2.81319,
0.001528,56.8833,1.12488,2.84417,
0.001529,57.5023,1.09397,2.87512,
0.00153,58.1206,1.06309,2.90603,
0.001531,58.7381,1.03225,2.93691,
0.001532,59.3549,1.00145,2.96775,
0.001533,59.971,0.970687,2.99855,
0.001534,60.5863,0.939964,3.02931,
0.001535,61.2007,0.909284,3.06004,
0.001536,61.8143,0.878646,3.09072,
0.001537,62.4271,0.848053,3.12135,
0.001538,63.0389,0.817505,3.15195,
0.001539,63.6499,0.787004,3.18249,
0.00154,64.2599,0.756551,3.213,
0.001541,64.869,0.726146,3.24345,
0.001542,65.4771,0.695792,3.27385,
0.001543,66.0842,0.66549,3.30421,
0.001544,66.6902,0.63524,3.33451,
0.001545,67.2952,0.605044,3.36476,
0.001546,67.8991,0.574904,3.39496,
0.001547,68.5019,0.544819,3.4251,
0.001548,69.1036,0.514792,3.45518,
0.001549,69.7042,0.484824,3.48521,
0.00155,70.3035,0.454915,3.51518,
0.001551,70.9017,0.425067,3.54508,
0.001552,71.4987,0.395282,3.57493,
0.001553,72.0944,0.36556,3.60472,
0.001554,72.6888,0.335902,3.63444,
0.001555,73.282,0.30631,3.6641,
0.001556,73.8738,0.276785,3.69369,
0.001557,74.4643,0.247328,3.72321,
0.001558,75.0534,0.217941,3.75267,
0.001559,75.6412,0.188623,3.78206,
0.00156,76.2275,0.159377,3.81138,
0.001561,76.8125,0.130204,3.84062,
0.001562,77.3959,0.101105,3.8698,
0.001563,77.9779,0.07208,3.8989,
0.001564,78.5584,0.0431317,3.92792,
0.001565,79.1374,0.0142605,3.95687,
0.001566,79.7148,-0.0145322,3.98574,
0.001567,80.2906,-0.0432454,4.01453,
0.001568,80.8649,-0.0718779,4.04325,
0.001569,81.4376,-0.100429,4.07188,
0.00157,82.0086,-0.128896,4.10043,
0.001571,82.5779,-0.15728,4.1289,
0.001572,83.1456,-0.185579,4.15728,
0.001573,83.7116,-0.213791,4.18558,
0.001574,84.2758,-0.241916,4.21379,
0.001575,84.8383,-0.269952,4.24192,
0.001576,85.399,-0.297899,4.26995,
0.001577,85.958,-0.325755,4.2979,
0.001578,86.5151,-0.35352,4.32576,
0.001579,87.0704,-0.381191,4.35352,
0.00158,87.6238,-0.408768,4.38119,
0.001581,88.1754,-0.436251,4.40877,
0.001582,88.725,-0.463637,4.43625,
0.001583,89.2727,-0.490926,4.46364,
0.001584,89.8185,-0.518116,4.49093,
0.001585,90.3623,-0.545207,4.51812,
0.001586,90.9041,-0.572198,4.54521,
0.001587,91.444,-0.599087,4.5722,
0.001588,91.9817,-0.625873,4.59909,
0.001589,92.5175,-0.652556,4.62587,
0.00159,93.0511,-0.679134,4.65256,
0.001591,93.5827,-0.705606,4.67913,
0.001592,94.1121,-0.731972,4.70561,
0.001593,94.6394,-0.758229,4.73197,
0.001594,95.1646,-0.784378,4.75823,
0.001595,95.6876,-0.810417,4.78438,
0.001596,96.2083,-0.836345,4.81042,
0.001597,96.7269,-0.862161,4.83634,
0.001598,97.2432,-0.887864,4.86216,
0.001599,97.7573,-0.913452,4.88786,
0.0016,98.269,-0.938926,4.91345,
0.001601,98.7785,-0.964284,4.93893,
0.001602,99.2857,-0.989525,4.96428,
0.001603,99.7905,-1.01465,4.98952,
0.001604,100.293,-1.03965,5.01465,
0.001605,100.793,-1.06454,5.03965,
0.001606,101.291,-1.0893,5.06454,
0.001607,101.786,-1.11394,5.0893,
0.001608,102.279,-1.13846,5.11394,
0.001609,102.769,-1.16285,5.13846,
0.00161,103.257,-1.18712,5.16285,
0.001611,103.742,-1.21126,5.18712,
0.001612,104.225,-1.23528,5.21126,
0.001613,104.706,-1.25917,5.23528,
0.001614,105.183,-1.28293,5.25917,
0.001615,105.659,-1.30656,5.28293,
0.001616,106.131,-1.33006,5.30656,
0.001617,106.601,-1.35343,5.33006,
0.001618,107.069,-1.37666,5.35343,
0.001619,107.533,-1.39977,5.37666,
0.00162,107.995,-1.42274,5.39977,
0.001621,108.455,-1.44557,5.42274,
0.001622,108.911,-1.46827,5.44557,
0.001623,109.365,-1.49083,5.46827,
0.001624,109.817,-1.51325,5.49083,
0.001625,110.265,-1.53553,5.51325,
0.001626,110.711,-1.55768,5.53553,
0.001627,111.154,-1.57968,5.55768,
0.001628,111.594,-1.60155,5.57968,
0.001629,112.031,-1.62327,5.60155,
0.00163,112.465,-1.64484,5.62327,
0.001631,112.897,-1.66628,5.64484,
0.001632,113.326,-1.68757,5.66628,
0.001633,113.751,-1.70871,5.68757,
0.001634,114.174,-1.72971,5.70871,
0.001635,114.594,-1.75056,5.72971,
0.001636,115.011,-1.77126,5.75056,
0.001637,115.425,-1.79181,5.77126,
0.001638,115.836,-1.81221,5.79181,
0.001639,116.244,-1.83247,5.81221,
0.00164,116.649,-1.85257,5.83247,
0.001641,117.051,-1.87252,5.85257,
0.001642,117.45,-1.89231,5.87252,
0.001643,117.846,-1.91195,5.89231,
0.001644,118.239,-1.93144,5.91195,
0.001645,118.629,-1.95078,5.93144,
0.001646,119.016,-1.96995,5.95078,
0.001647,119.399,-1.98897,5.96995,
0.001648,119.779,-2.00783,5.98897,
0.001649,120.157,-2.02654,6.00783,
0.00165,120.531,-2.04508,6.02654,
0.001651,120.902,-2.06347,6.04508,
0.001652,121.269,-2.0817,6.06347,
0.001653,121.634,-2.09976,6.0817,
0.001654,121.995,-2.11766,6.09976,
0.001655,122.353,-2.1354,6.11766,
0.001656,122.708,-2.15298,6.1354,
0.001657,123.06,-2.17039,6.15298,
0.001658,123.408,-2.18764,6.17039,
0.001659,123.753,-2.20472,6.18764,
0.00166,124.094,-2.22164,6.20472,
0.001661,124.433,-2.23839,6.22164,
0.001662,124.768,-2.25497,6.23839,
0.001663,125.099,-2.27139,6.25497,
0.001664,125.428,-2.28763,6.27139,
0.001665,125.753,-2.30371,6.28763,
0.001666,126.074,-2.31962,6.30371,
0.001667,126.392,-2.33535,6.31962,
0.001668,126.707,-2.35092,6.33535,
0.001669,127.018,-2.36631,6.35092,
0.00167,127.326,-2.38153,6.36631,
0.001671,127.631,-2.39658,6.38153,
0.001672,127.932,-2.41146,6.39658,
0.001673,128.229,-2.42616,6.41146,
0.001674,128.523,-2.44068,6.42616,
0.001675,128.814,-2.45503,6.44068,
0.001676,129.101,-2.46921,6.45503,
0.001677,129.384,-2.48321,6.46921,
0.001678,129.664,-2.49703,6.48321,
0.001679,129.941,-2.51067,6.49703,
0.00168,130.213,-2.52414,6.51067,
0.001681,130.483,-2.53742,6.52414,
0.001682,130.748,-2.55053,6.53742,
0.001683,131.011,-2.56346,6.55053,
0.001684,131.269,-2.57621,6.56346,
0.001685,131.524,-2.58877,6.57621,
0.001686,131.775,-2.60116,6.58877,
0.001687,132.023,-2.61336,6.60116,
0.001688,132.267,-2.62539,6.61336,
0.001689,132.508,-2.63723,6.62539,
0.00169,132.745,-2.64888,6.63723,
0.001691,132.978,-2.66036,6.64888,
0.001692,133.207,-2.67164,6.66036,
0.001693,133.433,-2.68275,6.67164,
0.001694,133.655,-2.69367,6.68275,
0.001695,133.873,-2.7044,6.69367,
0.001696,134.088,-2.71495,6.7044,
0.001697,134.299,-2.72532,6.71495,
0.001698,134.506,-2.73549,6.72532,
0.001699,134.71,-2.74548,6.73549,
0.0017,134.91,-2.75528,6.74548,
0.001701,135.106,-2.7649,6.75528,
0.001702,135.298,-2.77432,6.7649,
0.001703,135.486,-2.78356,6.77432,
0.001704,135.671,-2.79261,6.78356,
0.001705,135.852,-2.80147,6.79261,
0.001706,136.029,-2.81014,6.80147,
0.001707,136.203,-2.81862,6.81014,
0.001708,136.372,-2.82691,6.81862,
0.001709,136.538,-2.83501,6.82691,
0.00171,136.7,-2.84292,6.83501,
0.001711,136.858,-2.85063,6.84292,
0.001712,137.013,-2.85816,6.85063,
0.001713,137.163,-2.86549,6.85816,
0.001714,137.31,-2.87263,6.86549,
0.001715,137.453,-2.87958,6.87263,
0.001716,137.592,-2.88634,6.87958,
0.001717,137.727,-2.8929,6.88634,
0.001718,137.858,-2.89928,6.8929,
0.001719,137.986,-2.90545,6.89928,
0.00172,138.109,-2.91144,6.90545,
0.001721,138.229,-2.91723,6.91144,
0.001722,138.345,-2.92282,6.91723,
0.001723,138.456,-2.92822,6.92282,
0.001724,138.564,-2.93343,6.92822,
0.001725,138.669,-2.93844,6.93343,
0.001726,138.769,-2.94326,6.93844,
0.001727,138.865,-2.94788,6.94326,
0.001728,138.958,-2.95231,6.94788,
0.001729,139.046,-2.95654,6.95231,
0.00173,139.131,-2.96057,6.95654,
0.001731,139.211,-2.96441,6.96057,
0.001732,139.288,-2.96806,6.96441,
0.001733,139.361,-2.9715,6.96806,
0.001734,139.43,-2.97476,6.9715,
0.001735,139.495,-2.97781,6.97476,
0.001736,139.556,-2.98067,6.97781,
0.001737,139.613,-2.98333,6.98067,
0.001738,139.667,-2.98579,6.98333,
0.001739,139.716,-2.98806,6.98579,
0.00174,139.761,-2.99013,6.98806,
0.001741,139.803,-2.99201,6.99013,
0.001742,139.84,-2.99368,6.99201,
0.001743,139.874,-2.99516,6.99368,
0.001744,139.903,-2.99645,6.99516,
0.001745,139.929,-2.99753,6.99645,
0.001746,139.951,-2.99842,6.99753,
0.001747,139.968,-2.99911,6.99842,
0.001748,139.982,-2.99961,6.99911,
0.001749,139.992,-2.9999,6.99961,
0.00175,139.998,-3,6.9999,
0.001751,140,-2.9999,7,
0.001752,139.998,-2.99961,6.9999,
0.001753,139.992,-2.99911,6.99961,
0.001754,139.982,-2.99842,6.99911,
0.001755,139.968,-2.99753,6.99842,
0.001756,139.951,-2.99645,6.99753,
0.001757,139.929,-2.99516,6.99645,
0.001758,139.903,-2.99368,6.99516,
0.001759,139.874,-2.99201,6.99368,
0.00176,139.84,-2.99013,6.99201,
0.001761,139.803,-2.98806,6.99013,
0.001762,139.761,-2.98579,6.98806,
0.001763,139.716,-2.98333,6.98579,
0.001764,139.667,-2.98067,6.98333,
0.001765,139.613,-2.97781,6.98067,
0.001766,139.556,-2.97476,6.97781,
0.001767,139.495,-2.9715,6.97476,
0.001768,139.43,-2.96806,6.9715,
0.001769,139.361,-2.96441,6.96806,
0.00177,139.288,-2.96057,6.96441,
0.001771,139.211,-2.95654,6.96057,
0.001772,139.131,-2.95231,6.95654,
0.001773,139.046,-2.94788,6.95231,
0.001774,138.958,-2.94326,6.94788,
0.001775,138.865,-2.93844,6.94326,
0.001776,138.769,-2.93343,6.93844,
0.001777,138.669,-2.92822,6.93343,
0.001778,138.564,-2.92282,6.92822,
0.001779,138.456,-2.91723,6.92282,
0.00178,138.345,-2.91144,6.91723,
0.001781,138.229,-2.90545,6.91144,
0.001782,138.109,-2.89928,6.90545,
0.001783,137.986,-2.8929,6.89928,
0.001784,137.858,-2.88634,6.8929,
0.001785,137.727,-2.87958,6.88634,
0.001786,137.592,-2.87263,6.87958,
0.001787,137.453,-2.86549,6.87263,
0.001788,137.31,-2.85816,6.86549,
0.001789,137.163,-2.85063,6.85816,
0.00179,137.013,-2.84292,6.85063,
0.001791,136.858,-2.83501,6.84292,
0.001792,136.7,-2.82691,6.83501,
0.001793,136.538,-2.81862,6.82691,
0.001794,136.372,-2.81014,6.81862,
0.001795,136.203,-2.80147,6.81014,
0.001796,136.029,-2.79261,6.80147,
0.001797,135.852,-2.78356,6.79261,
0.001798,135.671,-2.77432,6.78356,
0.001799,135.486,-2.7649,6.77432,
0.0018,135.298,-2.75528,6.7649,
0.001801,135.106,-2.74548,6.75528,
0.001802,134.91,-2.73549,6.74548,
0.001803,134.71,-2.72532,6.73549,
0.001804,134.506,-2.71495,6.72532,
0.001805,134.299,-2.7044,6.71495,
0.001806,134.088,-2.69367,6.7044,
0.001807,133.873,-2.68275,6.69367,
0.001808,133.655,-2.67164,6.68275,
0.001809,133.433,-2.66036,6.67164,
0.00181,133.207,-2.64888,6.66036,
0.001811,132.978,-2.63723,6.64888,
0.001812,132.745,-2.62539,6.63723,
0.001813,132.508,-2.61336,6.62539,
0.001814,132.267,-2.60116,6.61336,
0.001815,132.023,-2.58877,6.60116,
0.001816,131.775,-2.57621,6.58877,
0.001817,131.524,-2.56346,6.57621,
0.001818,131.269,-2.55053,6.56346,
0.001819,131.011,-2.53742,6.55053,
0.00182,130.748,-2.52414,6.53742,
0.001821,130.483,-2.51067,6.52414,
0.001822,130.213,-2.49703,6.51067,
0.001823,129.941,-2.48321,6.49703,
0.001824,129.664,-2.46921,6.48321,
0.001825,129.384,-2.45503,6.46921,
0.001826,129.101,-2.44068,6.45503,
0.001827,128.814,-2.42616,6.44068,
0.001828,128.523,-2.41146,6.42616,
0.001829,128.229,-2.39658,6.41146,
0.00183,127.932,-2.38153,6.39658,
0.001831,127.631,-2.36631,6.38153,
0.001832,127.326,-2.35092,6.36631,
0.001833,127.018,-2.33535,6.35092,
0.001834,126.707,-2.31962,6.33535,
0.001835,126.392,-2.30371,6.31962,
0.001836,126.074,-2.28763,6.30371,
0.001837,125.753,-2.27139,6.28763,
0.001838,125.428,-2.25497,6.27139,
0.001839,125.099,-2.23839,6.25497,
0.00184,124.768,-2.22164,6.23839,
0.001841,124.433,-2.20472,6.22164,
0.001842,124.094,-2.18764,6.20472,
0.001843,123.753,-2.17039,6.18764,
0.001844,123.408,-2.15298,6.17039,
0.001845,123.06,-2.1354,6.15298,
0.001846,122.708,-2.11766,6.1354,
0.001847,122.353,-2.09976,6.11766,
0.001848,121.995,-2.0817,6.09976,
0.001849,121.634,-2.06347,6.0817,
0.00185,121.269,-2.04508,6.06347,
0.001851,120.902,-2.02654,6.04508,
0.001852,120.531,-2.00783,6.02654,
0.001853,120.157,-1.98897,6.00783,
0.001854,119.779,-1.96995,5.98897,
0.001855,119.399,-1.95078,5.96995,
0.001856,119.016,-1.93144,5.95078,
0.001857,118.629,-1.91195,5.93144,
0.001858,118.239,-1.89231,5.91195,
0.001859,117.846,-1.87252,5.89231,
0.00186,117.45,-1.85257,5.87252,
0.001861,117.051,-1.83247,5.85257,
0.001862,116.649,-1.81221,5.83247,
0.001863,116.244,-1.79181,5.81221,
0.001864,115.836,-1.77126,5.79181,
0.001865,115.425,-1.75056,5.77126,
0.001866,115.011,-1.72971,5.75056,
0.001867,114.594,-1.70871,5.72971,
0.001868,114.174,-1.68757,5.70871,
0.001869,113.751,-1.66628,5.68757,
0.00187,113.326,-1.64484,5.66628,
0.001871,112.897,-1.62327,5.64484,
0.001872,112.465,-1.60155,5.62327,
0.001873,112.031,-1.57968,5.60155,
0.001874,111.594,-1.55768,5.57968,
0.001875,111.154,-1.53553,5.55768,
0.001876,110.711,-1.51325,5.53553,
0.001877,110.265,-1.49083,5.51325,
0.001878,109.817,-1.46827,5.49083,
0.001879,109.365,-1.44557,5.46827,
0.00188,108.911,-1.42274,5.44557,
0.001881,108.455,-1.39977,5.42274,
0.001882,107.995,-1.37666,5.39977,
0.001883,107.533,-1.35343,5.37666,
0.001884,107.069,-1.33006,5.35343,
0.001885,106.601,-1.30656,5.33006,
0.001886,106.131,-1.28293,5.30656,
0.001887,105.659,-1.25917,5.28293,
0.001888,105.183,-1.23528,5.25917,
0.001889,104.706,-1.21126,5.23528,
0.00189,104.225,-1.18712,5.21126,
0.001891,103.742,-1.16285,5.18712,
0.001892,103.257,-1.13846,5.16285,
0.001893,102.769,-1.11394,5.13846,
0.001894,102.279,-1.0893,5.11394,
0.001895,101.786,-1.06454,5.0893,
0.001896,101.291,-1.03965,5.06454,
0.001897,100.793,-1.01465,5.03965,
0.001898,100.293,-0.989525,5.01465,
0.001899,99.7905,-0.964284,4.98952,
0.0019,99.2857,-0.938926,4.96428,
0.001901,98.7785,-0.913452,4.93893,
0.001902,98.269,-0.887864,4.91345,
0.001903,97.7573,-0.862161,4.88786,
0.001904,97.2432,-0.836345,4.86216,
0.001905,96.7269,-0.810417,4.83634,
0.001906,96.2083,-0.784378,4.81042,
0.001907,95.6876,-0.758229,4.78438,
0.001908,95.1646,-0.731972,4.75823,
0.001909,94.6394,-0.705606,4.73197,
0.00191,94.1121,-0.679134,4.70561,
0.001911,93.5827,-0.652556,4.67913,
0.001912,93.0511,-0.625873,4.65256,
0.001913,92.5175,-0.599087,4.62587,
0.001914,91.9817,-0.572198,4.59909,
0.001915,91.444,-0.545207,4.5722,
